ID,Toxicity
155750,0
155751,0
155752,1
155753,0
155754,1
155755,1
155756,1
155757,1
155758,1
155759,0
155760,1
155761,1
155762,1
155763,0
155764,0
155765,1
155766,0
155767,0
155768,0
155769,0
155770,0
155771,0
155772,0
155773,1
155774,0
155775,1
155776,1
155777,0
155778,0
155779,0
155780,1
155781,0
155782,0
155783,1
155784,0
155785,0
155786,1
155787,1
155788,1
155789,0
155790,0
155791,1
155792,0
155793,0
155794,0
155795,0
155796,1
155797,1
155798,1
155799,1
155800,0
155801,1
155802,1
155803,0
155804,1
155805,0
155806,0
155807,0
155808,0
155809,0
155810,1
155811,1
155812,0
155813,0
155814,1
155815,1
155816,0
155817,1
155818,0
155819,0
155820,0
155821,0
155822,1
155823,0
155824,1
155825,1
155826,1
155827,1
155828,1
155829,1
155830,1
155831,0
155832,1
155833,1
155834,1
155835,0
155836,0
155837,0
155838,1
155839,0
155840,0
155841,0
155842,1
155843,1
155844,1
155845,1
155846,1
155847,1
155848,1
155849,1
155850,1
155851,1
155852,0
155853,1
155854,0
155855,0
155856,0
155857,0
155858,1
155859,1
155860,1
155861,0
155862,0
155863,0
155864,1
155865,0
155866,0
155867,1
155868,1
155869,1
155870,0
155871,0
155872,0
155873,0
155874,0
155875,0
155876,0
155877,0
155878,0
155879,1
155880,1
155881,1
155882,0
155883,1
155884,1
155885,1
155886,1
155887,1
155888,1
155889,1
155890,0
155891,0
155892,1
155893,0
155894,0
155895,0
155896,0
155897,0
155898,1
155899,0
155900,1
155901,0
155902,1
155903,1
155904,1
155905,0
155906,1
155907,0
155908,0
155909,1
155910,0
155911,0
155912,1
155913,1
155914,0
155915,1
155916,0
155917,1
155918,1
155919,1
155920,1
155921,1
155922,0
155923,0
155924,0
155925,0
155926,1
155927,0
155928,0
155929,0
155930,1
155931,0
155932,0
155933,0
155934,0
155935,0
155936,0
155937,0
155938,0
155939,0
155940,0
155941,1
155942,0
155943,0
155944,1
155945,0
155946,0
155947,1
155948,0
155949,0
155950,1
155951,0
155952,0
155953,0
155954,0
155955,0
155956,0
155957,0
155958,0
155959,0
155960,1
155961,0
155962,0
155963,0
155964,0
155965,1
155966,0
155967,0
155968,0
155969,0
155970,1
155971,0
155972,1
155973,0
155974,1
155975,0
155976,0
155977,0
155978,0
155979,0
155980,0
155981,0
155982,0
155983,0
155984,0
155985,0
155986,0
155987,1
155988,0
155989,0
155990,1
155991,0
155992,0
155993,0
155994,1
155995,0
155996,0
155997,1
155998,0
155999,0
156000,1
156001,0
156002,0
156003,0
156004,1
156005,0
156006,0
156007,0
156008,0
156009,0
156010,0
156011,1
156012,1
156013,1
156014,1
156015,0
156016,0
156017,0
156018,0
156019,1
156020,0
156021,1
156022,0
156023,0
156024,0
156025,0
156026,0
156027,0
156028,1
156029,0
156030,0
156031,1
156032,0
156033,0
156034,0
156035,0
156036,1
156037,0
156038,0
156039,1
156040,0
156041,0
156042,1
156043,0
156044,0
156045,0
156046,1
156047,1
156048,1
156049,0
156050,1
156051,1
156052,0
156053,1
156054,1
156055,0
156056,0
156057,0
156058,0
156059,1
156060,0
156061,0
156062,0
156063,0
156064,0
156065,0
156066,0
156067,0
156068,0
156069,0
156070,0
156071,0
156072,1
156073,1
156074,1
156075,0
156076,0
156077,1
156078,1
156079,1
156080,0
156081,0
156082,0
156083,0
156084,0
156085,0
156086,0
156087,0
156088,0
156089,1
156090,1
156091,1
156092,1
156093,0
156094,1
156095,0
156096,0
156097,0
156098,0
156099,0
156100,0
156101,0
156102,0
156103,0
156104,0
156105,1
156106,0
156107,1
156108,0
156109,0
156110,0
156111,1
156112,1
156113,1
156114,1
156115,0
156116,1
156117,0
156118,1
156119,0
156120,0
156121,0
156122,1
156123,1
156124,0
156125,0
156126,0
156127,0
156128,0
156129,0
156130,0
156131,0
156132,0
156133,1
156134,0
156135,0
156136,0
156137,0
156138,1
156139,0
156140,0
156141,0
156142,0
156143,0
156144,0
156145,0
156146,1
156147,0
156148,0
156149,0
156150,0
156151,1
156152,1
156153,0
156154,1
156155,0
156156,0
156157,1
156158,1
156159,0
156160,1
156161,0
156162,0
156163,0
156164,0
156165,0
156166,1
156167,0
156168,1
156169,0
156170,1
156171,0
156172,1
156173,0
156174,1
156175,0
156176,1
156177,1
156178,0
156179,1
156180,1
156181,0
156182,1
156183,0
156184,1
156185,1
156186,1
156187,0
156188,0
156189,0
156190,0
156191,0
156192,0
156193,0
156194,1
156195,0
156196,0
156197,0
156198,0
156199,1
156200,0
156201,1
156202,0
156203,1
156204,0
156205,1
156206,0
156207,0
156208,0
156209,0
156210,0
156211,0
156212,0
156213,0
156214,0
156215,0
156216,0
156217,1
156218,0
156219,1
156220,0
156221,0
156222,1
156223,0
156224,0
156225,0
156226,1
156227,1
156228,0
156229,0
156230,0
156231,0
156232,0
156233,0
156234,0
156235,0
156236,0
156237,0
156238,0
156239,1
156240,0
156241,1
156242,0
156243,0
156244,0
156245,0
156246,1
156247,0
156248,0
156249,1
156250,1
156251,1
156252,0
156253,0
156254,0
156255,1
156256,0
156257,0
156258,0
156259,1
156260,0
156261,1
156262,0
156263,0
156264,1
156265,0
156266,1
156267,0
156268,0
156269,0
156270,0
156271,0
156272,0
156273,0
156274,1
156275,1
156276,0
156277,0
156278,0
156279,0
156280,1
156281,0
156282,1
156283,1
156284,0
156285,0
156286,0
156287,1
156288,0
156289,1
156290,0
156291,0
156292,1
156293,0
156294,1
156295,0
156296,0
156297,0
156298,1
156299,0
156300,1
156301,1
156302,0
156303,1
156304,0
156305,0
156306,0
156307,0
156308,0
156309,0
156310,0
156311,1
156312,0
156313,0
156314,1
156315,1
156316,0
156317,0
156318,1
156319,0
156320,0
156321,0
156322,0
156323,0
156324,0
156325,0
156326,1
156327,0
156328,0
156329,0
156330,0
156331,0
156332,0
156333,0
156334,1
156335,1
156336,0
156337,0
156338,0
156339,0
156340,0
156341,0
156342,0
156343,0
156344,0
156345,1
156346,0
156347,0
156348,1
156349,1
156350,0
156351,0
156352,0
156353,0
156354,0
156355,0
156356,1
156357,1
156358,0
156359,1
156360,0
156361,0
156362,0
156363,0
156364,0
156365,1
156366,1
156367,1
156368,0
156369,1
156370,0
156371,0
156372,0
156373,0
156374,1
156375,1
156376,0
156377,0
156378,1
156379,1
156380,0
156381,1
156382,1
156383,0
156384,0
156385,0
156386,0
156387,0
156388,0
156389,0
156390,0
156391,0
156392,0
156393,1
156394,0
156395,0
156396,0
156397,0
156398,0
156399,0
156400,0
156401,1
156402,1
156403,0
156404,0
156405,1
156406,0
156407,1
156408,0
156409,0
156410,1
156411,0
156412,0
156413,0
156414,0
156415,0
156416,1
156417,1
156418,0
156419,0
156420,0
156421,0
156422,0
156423,0
156424,0
156425,0
156426,0
156427,0
156428,1
156429,1
156430,0
156431,0
156432,0
156433,1
156434,0
156435,1
156436,0
156437,0
156438,0
156439,0
156440,0
156441,0
156442,1
156443,0
156444,1
156445,0
156446,0
156447,0
156448,1
156449,1
156450,0
156451,0
156452,0
156453,1
156454,1
156455,0
156456,0
156457,1
156458,1
156459,1
156460,0
156461,1
156462,0
156463,0
156464,0
156465,1
156466,0
156467,0
156468,0
156469,0
156470,0
156471,0
156472,1
156473,0
156474,1
156475,0
156476,0
156477,0
156478,0
156479,0
156480,0
156481,0
156482,1
156483,0
156484,0
156485,0
156486,0
156487,1
156488,0
156489,1
156490,1
156491,0
156492,0
156493,0
156494,1
156495,1
156496,0
156497,0
156498,1
156499,1
156500,0
156501,0
156502,0
156503,0
156504,0
156505,0
156506,0
156507,1
156508,0
156509,0
156510,0
156511,0
156512,0
156513,1
156514,1
156515,0
156516,0
156517,1
156518,1
156519,1
156520,1
156521,0
156522,1
156523,1
156524,0
156525,1
156526,1
156527,1
156528,1
156529,1
156530,1
156531,0
156532,1
156533,1
156534,1
156535,0
156536,0
156537,0
156538,0
156539,1
156540,0
156541,0
156542,0
156543,1
156544,0
156545,0
156546,0
156547,1
156548,0
156549,0
156550,0
156551,1
156552,0
156553,1
156554,0
156555,0
156556,0
156557,0
156558,0
156559,1
156560,1
156561,0
156562,1
156563,0
156564,0
156565,0
156566,1
156567,0
156568,1
156569,1
156570,1
156571,1
156572,0
156573,1
156574,1
156575,0
156576,1
156577,0
156578,0
156579,0
156580,0
156581,0
156582,0
156583,0
156584,0
156585,1
156586,0
156587,0
156588,0
156589,0
156590,0
156591,1
156592,0
156593,0
156594,1
156595,1
156596,0
156597,1
156598,1
156599,0
156600,1
156601,1
156602,0
156603,1
156604,0
156605,0
156606,1
156607,0
156608,1
156609,1
156610,1
156611,1
156612,0
156613,0
156614,0
156615,0
156616,1
156617,1
156618,1
156619,1
156620,0
156621,1
156622,0
156623,0
156624,1
156625,1
156626,0
156627,0
156628,0
156629,1
156630,0
156631,0
156632,0
156633,1
156634,1
156635,0
156636,1
156637,0
156638,1
156639,0
156640,0
156641,0
156642,0
156643,0
156644,0
156645,0
156646,0
156647,1
156648,0
156649,1
156650,0
156651,0
156652,1
156653,0
156654,1
156655,1
156656,1
156657,0
156658,1
156659,0
156660,0
156661,1
156662,0
156663,0
156664,0
156665,0
156666,1
156667,0
156668,0
156669,0
156670,0
156671,0
156672,1
156673,0
156674,1
156675,0
156676,1
156677,0
156678,0
156679,0
156680,1
156681,1
156682,0
156683,1
156684,1
156685,0
156686,0
156687,1
156688,0
156689,0
156690,0
156691,0
156692,1
156693,0
156694,0
156695,0
156696,1
156697,1
156698,1
156699,1
156700,0
156701,0
156702,0
156703,0
156704,0
156705,0
156706,1
156707,0
156708,1
156709,1
156710,0
156711,1
156712,0
156713,1
156714,0
156715,0
156716,1
156717,0
156718,0
156719,0
156720,1
156721,0
156722,0
156723,1
156724,0
156725,0
156726,0
156727,0
156728,0
156729,0
156730,0
156731,1
156732,1
156733,0
156734,0
156735,0
156736,1
156737,0
156738,0
156739,0
156740,1
156741,0
156742,1
156743,1
156744,0
156745,0
156746,1
156747,0
156748,0
156749,0
156750,0
156751,0
156752,1
156753,1
156754,0
156755,0
156756,0
156757,0
156758,1
156759,1
156760,0
156761,0
156762,1
156763,1
156764,1
156765,1
156766,1
156767,1
156768,0
156769,0
156770,0
156771,0
156772,0
156773,0
156774,0
156775,0
156776,1
156777,1
156778,0
156779,0
156780,0
156781,0
156782,1
156783,0
156784,1
156785,1
156786,0
156787,0
156788,0
156789,0
156790,0
156791,1
156792,1
156793,0
156794,1
156795,0
156796,0
156797,0
156798,1
156799,1
156800,0
156801,1
156802,1
156803,0
156804,0
156805,0
156806,0
156807,1
156808,1
156809,0
156810,0
156811,0
156812,0
156813,0
156814,0
156815,1
156816,1
156817,0
156818,0
156819,1
156820,0
156821,0
156822,0
156823,1
156824,0
156825,0
156826,0
156827,0
156828,1
156829,0
156830,1
156831,0
156832,0
156833,0
156834,0
156835,0
156836,1
156837,0
156838,0
156839,0
156840,0
156841,1
156842,0
156843,0
156844,0
156845,1
156846,0
156847,0
156848,1
156849,1
156850,1
156851,0
156852,0
156853,1
156854,1
156855,1
156856,1
156857,1
156858,0
156859,0
156860,0
156861,1
156862,0
156863,0
156864,0
156865,0
156866,0
156867,1
156868,0
156869,0
156870,0
156871,0
156872,0
156873,0
156874,0
156875,0
156876,0
156877,0
156878,0
156879,0
156880,0
156881,0
156882,1
156883,0
156884,0
156885,1
156886,0
156887,0
156888,0
156889,0
156890,0
156891,1
156892,1
156893,0
156894,0
156895,1
156896,0
156897,1
156898,0
156899,0
156900,0
156901,1
156902,0
156903,0
156904,0
156905,1
156906,1
156907,0
156908,0
156909,1
156910,1
156911,0
156912,1
156913,0
156914,1
156915,1
156916,0
156917,0
156918,1
156919,1
156920,0
156921,1
156922,0
156923,0
156924,0
156925,0
156926,0
156927,1
156928,0
156929,1
156930,0
156931,0
156932,0
156933,0
156934,0
156935,1
156936,0
156937,0
156938,0
156939,0
156940,1
156941,0
156942,1
156943,0
156944,0
156945,1
156946,0
156947,0
156948,0
156949,1
156950,1
156951,0
156952,0
156953,0
156954,1
156955,0
156956,1
156957,0
156958,0
156959,1
156960,0
156961,0
156962,0
156963,1
156964,0
156965,1
156966,0
156967,0
156968,1
156969,0
156970,0
156971,0
156972,1
156973,0
156974,0
156975,0
156976,0
156977,1
156978,0
156979,0
156980,0
156981,0
156982,1
156983,0
156984,1
156985,0
156986,0
156987,1
156988,0
156989,0
156990,0
156991,0
156992,1
156993,0
156994,0
156995,0
156996,0
156997,0
156998,0
156999,0
157000,0
157001,1
157002,0
157003,0
157004,1
157005,0
157006,0
157007,0
157008,0
157009,0
157010,0
157011,1
157012,0
157013,0
157014,0
157015,0
157016,0
157017,0
157018,0
157019,1
157020,1
157021,1
157022,0
157023,0
157024,0
157025,0
157026,1
157027,1
157028,0
157029,0
157030,0
157031,1
157032,0
157033,1
157034,1
157035,0
157036,0
157037,1
157038,1
157039,0
157040,0
157041,0
157042,0
157043,1
157044,1
157045,0
157046,1
157047,1
157048,0
157049,1
157050,0
157051,0
157052,1
157053,0
157054,0
157055,0
157056,1
157057,0
157058,0
157059,0
157060,1
157061,0
157062,1
157063,0
157064,1
157065,0
157066,1
157067,0
157068,1
157069,0
157070,1
157071,0
157072,0
157073,0
157074,0
157075,1
157076,1
157077,0
157078,0
157079,0
157080,0
157081,0
157082,0
157083,0
157084,1
157085,0
157086,1
157087,1
157088,0
157089,1
157090,0
157091,0
157092,1
157093,1
157094,0
157095,0
157096,0
157097,0
157098,0
157099,0
157100,1
157101,1
157102,0
157103,0
157104,0
157105,1
157106,1
157107,0
157108,0
157109,1
157110,1
157111,0
157112,0
157113,1
157114,0
157115,0
157116,0
157117,1
157118,0
157119,0
157120,1
157121,0
157122,0
157123,0
157124,0
157125,0
157126,1
157127,1
157128,0
157129,1
157130,0
157131,0
157132,0
157133,0
157134,0
157135,0
157136,0
157137,0
157138,0
157139,0
157140,1
157141,0
157142,0
157143,0
157144,1
157145,0
157146,1
157147,0
157148,0
157149,0
157150,0
157151,0
157152,1
157153,0
157154,1
157155,0
157156,1
157157,0
157158,0
157159,0
157160,1
157161,1
157162,1
157163,0
157164,1
157165,0
157166,0
157167,1
157168,0
157169,0
157170,1
157171,0
157172,0
157173,0
157174,1
157175,0
157176,0
157177,0
157178,0
157179,0
157180,0
157181,0
157182,1
157183,0
157184,0
157185,0
157186,0
157187,0
157188,0
157189,0
157190,1
157191,1
157192,0
157193,0
157194,0
157195,0
157196,0
157197,0
157198,1
157199,1
157200,0
157201,0
157202,1
157203,1
157204,0
157205,0
157206,0
157207,0
157208,0
157209,1
157210,0
157211,1
157212,0
157213,0
157214,0
157215,0
157216,0
157217,1
157218,0
157219,0
157220,0
157221,0
157222,0
157223,0
157224,0
157225,0
157226,0
157227,0
157228,1
157229,1
157230,1
157231,0
157232,0
157233,1
157234,0
157235,1
157236,0
157237,0
157238,0
157239,0
157240,1
157241,0
157242,1
157243,0
157244,0
157245,0
157246,0
157247,1
157248,0
157249,0
157250,0
157251,0
157252,1
157253,0
157254,1
157255,1
157256,0
157257,1
157258,0
157259,1
157260,0
157261,1
157262,0
157263,1
157264,0
157265,0
157266,1
157267,0
157268,1
157269,1
157270,0
157271,1
157272,1
157273,1
157274,1
157275,0
157276,0
157277,0
157278,1
157279,1
157280,0
157281,1
157282,1
157283,0
157284,0
157285,0
157286,1
157287,1
157288,0
157289,0
157290,0
157291,0
157292,0
157293,1
157294,0
157295,1
157296,0
157297,1
157298,1
157299,0
157300,0
157301,0
157302,0
157303,0
157304,1
157305,1
157306,1
157307,0
157308,1
157309,0
157310,0
157311,1
157312,1
157313,0
157314,1
157315,1
157316,1
157317,0
157318,1
157319,0
157320,0
157321,1
157322,0
157323,1
157324,0
157325,0
157326,0
157327,1
157328,1
157329,0
157330,1
157331,0
157332,1
157333,0
157334,0
157335,1
157336,1
157337,1
157338,1
157339,0
157340,0
157341,1
157342,0
157343,0
157344,0
157345,1
157346,0
157347,0
157348,0
157349,0
157350,1
157351,0
157352,0
157353,0
157354,0
157355,0
157356,1
157357,1
157358,1
157359,0
157360,0
157361,0
157362,0
157363,0
157364,0
157365,0
157366,0
157367,1
157368,1
157369,0
157370,1
157371,0
157372,1
157373,1
157374,0
157375,0
157376,0
157377,1
157378,1
157379,1
157380,1
157381,1
157382,1
157383,0
157384,1
157385,0
157386,0
157387,1
157388,0
157389,1
157390,0
157391,0
157392,0
157393,0
157394,1
157395,0
157396,0
157397,0
157398,0
157399,1
157400,1
157401,0
157402,0
157403,0
157404,0
157405,0
157406,0
157407,1
157408,0
157409,0
157410,0
157411,0
157412,0
157413,0
157414,1
157415,0
157416,0
157417,0
157418,1
157419,1
157420,0
157421,0
157422,0
157423,1
157424,1
157425,1
157426,0
157427,0
157428,1
157429,0
157430,0
157431,1
157432,1
157433,0
157434,1
157435,0
157436,0
157437,0
157438,0
157439,0
157440,0
157441,0
157442,0
157443,1
157444,0
157445,1
157446,1
157447,0
157448,1
157449,0
157450,1
157451,0
157452,0
157453,1
157454,0
157455,0
157456,0
157457,0
157458,1
157459,1
157460,1
157461,1
157462,1
157463,1
157464,1
157465,0
157466,1
157467,1
157468,1
157469,0
157470,0
157471,0
157472,0
157473,1
157474,0
157475,1
157476,0
157477,1
157478,0
157479,0
157480,0
157481,1
157482,0
157483,0
157484,0
157485,0
157486,0
157487,0
157488,0
157489,1
157490,0
157491,1
157492,1
157493,0
157494,1
157495,0
157496,0
157497,0
157498,0
157499,0
157500,0
157501,0
157502,0
157503,0
157504,0
157505,0
157506,1
157507,0
157508,0
157509,1
157510,0
157511,1
157512,1
157513,1
157514,1
157515,0
157516,0
157517,1
157518,0
157519,0
157520,0
157521,0
157522,1
157523,0
157524,1
157525,0
157526,0
157527,0
157528,1
157529,1
157530,1
157531,0
157532,1
157533,0
157534,0
157535,1
157536,0
157537,1
157538,0
157539,1
157540,0
157541,0
157542,0
157543,0
157544,0
157545,1
157546,0
157547,1
157548,0
157549,0
157550,1
157551,0
157552,1
157553,0
157554,1
157555,1
157556,0
157557,0
157558,0
157559,0
157560,1
157561,0
157562,0
157563,0
157564,0
157565,0
157566,1
157567,0
157568,0
157569,0
157570,0
157571,0
157572,0
157573,1
157574,0
157575,0
157576,0
157577,1
157578,0
157579,1
157580,0
157581,1
157582,1
157583,0
157584,0
157585,0
157586,0
157587,1
157588,0
157589,1
157590,1
157591,1
157592,0
157593,1
157594,0
157595,0
157596,0
157597,0
157598,1
157599,0
157600,0
157601,0
157602,0
157603,1
157604,1
157605,1
157606,0
157607,0
157608,1
157609,1
157610,0
157611,0
157612,1
157613,0
157614,0
157615,1
157616,0
157617,1
157618,0
157619,0
157620,0
157621,0
157622,0
157623,0
157624,0
157625,1
157626,1
157627,1
157628,0
157629,0
157630,1
157631,0
157632,0
157633,1
157634,0
157635,1
157636,0
157637,1
157638,1
157639,1
157640,0
157641,1
157642,1
157643,0
157644,1
157645,0
157646,0
157647,0
157648,0
157649,1
157650,1
157651,1
157652,0
157653,1
157654,1
157655,1
157656,0
157657,1
157658,1
157659,1
157660,0
157661,0
157662,1
157663,0
157664,0
157665,1
157666,0
157667,0
157668,1
157669,1
157670,0
157671,0
157672,1
157673,1
157674,0
157675,1
157676,1
157677,1
157678,1
157679,0
157680,1
157681,1
157682,0
157683,0
157684,0
157685,0
157686,0
157687,0
157688,0
157689,0
157690,0
157691,0
157692,0
157693,0
157694,1
157695,0
157696,0
157697,0
157698,0
157699,1
157700,0
157701,0
157702,0
157703,1
157704,1
157705,1
157706,0
157707,0
157708,1
157709,1
157710,1
157711,1
157712,0
157713,1
157714,0
157715,0
157716,1
157717,1
157718,0
157719,0
157720,0
157721,0
157722,0
157723,0
157724,1
157725,0
157726,0
157727,0
157728,1
157729,0
157730,0
157731,1
157732,0
157733,1
157734,1
157735,0
157736,0
157737,0
157738,0
157739,0
157740,1
157741,0
157742,0
157743,0
157744,1
157745,0
157746,1
157747,0
157748,0
157749,1
157750,0
157751,0
157752,0
157753,0
157754,0
157755,1
157756,1
157757,1
157758,0
157759,1
157760,0
157761,1
157762,0
157763,0
157764,0
157765,1
157766,0
157767,0
157768,0
157769,0
157770,0
157771,0
157772,0
157773,1
157774,1
157775,1
157776,0
157777,0
157778,1
157779,0
157780,0
157781,1
157782,0
157783,0
157784,1
157785,1
157786,0
157787,0
157788,1
157789,1
157790,0
157791,0
157792,0
157793,0
157794,1
157795,1
